logo,hospital,url,location,typ1,ttyp2,class,employees,founding_date
https://img1.dxycdn.com/2021/0301/685/3856256830031037643-126.png,北京崔玉涛诊所,https://y.dxy.cn/hospital/6188,北京·朝阳区,民营医院,其他,未定级,20-99 人,2016 年
https://img1.dxycdn.com/2020/0430/209/3410668845168871319-2.png,北京大学滨海医院,https://y.dxy.cn/hospital/1666,天津·,公立医院,综合医院,三级甲等,1000 人以上,1949 年
https://file1.dxycdn.com/2018/0427/534/3274508116913705138-7.png,北京大学第一医院,https://y.dxy.cn/hospital/45,北京·北京,公立医院,综合医院,三级甲等,1000 人以上,1915 年
https://file1.dxycdn.com/2018/0504/287/3275778276182333668-7.png,北京大学国际医院,https://y.dxy.cn/hospital/263,北京·北京,民营医院,综合医院,三级医院,1000 人以上,2014 年
https://img1.dxycdn.com/2020/0226/139/3398792000022539978-126.jpg,北京大学人民医院,https://y.dxy.cn/hospital/4,北京·北京,公立医院,综合医院,三级甲等,1000 人以上,1918 年
https://img1.dxycdn.com/2020/0305/517/3400275000690207512-126.jpg,北京大学深圳医院,https://y.dxy.cn/hospital/174,广东·深圳市,公立医院,综合医院,三级甲等,1000 人以上,1999 年
https://img1.dxycdn.com/2021/0106/888/1397330956032427543-126.png,北京德尔康尼骨科医院,https://y.dxy.cn/hospital/7447,北京·北京,民营医院,专科医院,二级甲等,100-499 人,2002 年
https://img1.dxycdn.com/2020/0430/868/3410682681405746354-126.png,北京东区儿童医院,https://y.dxy.cn/hospital/12501,北京·朝阳区,民营医院,专科医院,一级医院,100-499 人,2015 年
https://img1.dxycdn.com/2021/0419/069/9447664166851046743-126.png,北京丰联嘉悦丽格眼科诊所有限公司,https://y.dxy.cn/hospital/12637,北京·朝阳区,民营医院,专科医院,未定级,100-499 人,2017 年
https://img1.dxycdn.com/2018/0710/459/3288190946416083422-7.jpg,北京丰台右安门医院,https://y.dxy.cn/hospital/5645,北京·丰台区,公立医院,综合医院,三级医院,1000 人以上,1985 年
https://img1.dxycdn.com/2020/1218/805/4890948524707373543-126.png,北京港澳国际医务诊所,https://y.dxy.cn/hospital/12528,北京·东城区,民营医院,其他,未定级,20-99 人,1993 年
https://img1.dxycdn.com/2022/0315/798/1126268279231367353-126.png,北京高博博仁医院,https://y.dxy.cn/hospital/6161,北京·丰台区,民营医院,综合医院,二级医院,100-499 人,2014 年
https://img1.dxycdn.com/2021/0222/159/7192948746725795643-126.png,北京国际医疗中心,https://y.dxy.cn/hospital/12584,北京·朝阳区,民营医院,其他,未定级,20-99 人,1993 年
https://img1.dxycdn.com/2022/0315/297/9325908865879267353-126.jpeg,北京和睦家医院,https://y.dxy.cn/hospital/254,北京·北京市,民营医院,综合医院,未定级,1000 人以上,2005 年
https://img1.dxycdn.com/2022/0310/790/2818114194470466353-126.png,北京华生康复医院,https://y.dxy.cn/hospital/12710,北京·丰台区,民营医院,专科医院,三级医院,100-499 人,2021 年
https://img1.dxycdn.com/2020/0305/991/3400281784590840146-126.jpg,北京华信医院,https://y.dxy.cn/hospital/2914,北京·北京,公立医院,综合医院,三级医院,1000 人以上,1959 年
https://img1.dxycdn.com/2020/0316/818/3402363875214399860-126.jpg,北京霍普医院,https://y.dxy.cn/hospital/6154,北京·昌平区,民营医院,综合医院,一级医院,20-99 人,2016 年
https://img1.dxycdn.com/2020/0326/646/3404216900199895174-126.png,北京家恩德运医院,https://y.dxy.cn/hospital/6164,北京·海淀区,民营医院,综合医院,一级甲等,100-499 人,2004 年
https://img1.dxycdn.com/2022/0307/237/5689046517078906353-126.png,北京京都儿童医院,https://y.dxy.cn/hospital/12706,北京·昌平区,民营医院,综合医院,三级医院,500-999 人,2015 年
https://img1.dxycdn.com/2022/0628/172/3229252526607507553-126.png,北京劲松中西医结合医院,https://y.dxy.cn/hospital/12737,北京·朝阳区,民营医院,专科医院,一级医院,20-99 人,2013 年
https://img1.dxycdn.com/2020/0515/818/3413441914426093768-126.png,北京积水潭医院,https://y.dxy.cn/hospital/15,北京·北京,公立医院,综合医院,三级甲等,1000 人以上,1956 年
https://img1.dxycdn.com/2022/0317/007/5890342917637997353-126.png,北京莱佛士医院,https://y.dxy.cn/hospital/12726,北京·朝阳区,民营医院,综合医院,未定级,100-499 人,1994 年
https://img1.dxycdn.com/2021/0129/615/9301848502417251643-126.png,北京陆道培医院,https://y.dxy.cn/hospital/12557,北京·大兴区,民营医院,专科医院,三级医院,100-499 人,2018 年
https://img1.dxycdn.com/2021/0111/921/5320846180723718543-126.png,北京美中宜和北三环妇儿医院,https://y.dxy.cn/hospital/12548,北京·海淀区,民营医院,专科医院,二级甲等,100-499 人,2010 年
https://img1.dxycdn.com/2021/0723/400/0490955974002104943-126.jpg,北京美中宜和妇儿医院,https://y.dxy.cn/hospital/257,北京·北京,民营医院,专科医院,二级甲等,1000 人以上,2004 年
https://img1.dxycdn.com/2020/0219/156/3397529666184715198-126.jpg,北京明德医院,https://y.dxy.cn/hospital/266,北京·朝阳区,民营医院,综合医院,一级医院,100-499 人,2012 年
https://img1.dxycdn.com/2020/1207/496/3860374830206761543-126.png,北京明亮眼科诊所,https://y.dxy.cn/hospital/12488,北京·朝阳区,民营医院,其他,未定级,20 人以下,2020 年
https://img1.dxycdn.com/2020/0911/366/3451567793805555343-126.png,北京茗视光眼科,https://y.dxy.cn/hospital/3261,北京·东城区,民营医院,其他,未定级,20-99 人,2011 年
https://img1.dxycdn.com/2020/0306/112/3400503179417552729-126.jpg,北京南加门诊部,https://y.dxy.cn/hospital/3300,北京·海淀区,民营医院,综合医院,未定级,20-99 人,2014 年
https://img1.dxycdn.com/2021/0524/653/5856296804743382843-126.png,北京南郊肿瘤医院,https://y.dxy.cn/hospital/12645,北京·大兴区,民营医院,专科医院,二级医院,100-499 人,2013 年
https://file1.dxycdn.com/2018/0504/713/3275779815927863286-7.png,北京清华长庚医院,https://y.dxy.cn/hospital/51,北京·昌平区,公立医院,综合医院,三级丙等,1000 人以上,-
https://img1.dxycdn.com/2020/0529/502/3416103327418141936-126.png,北京青苗口腔门诊部,https://y.dxy.cn/hospital/12403,北京·海淀区,民营医院,专科医院,未定级,100-499 人,2012 年
https://img1.dxycdn.com/2021/0308/242/7661538774493558643-126.png,北京全景德康医学影像诊断中心,https://y.dxy.cn/hospital/12612,北京·丰台区,民营医院,其他,未定级,20-99 人,2020 年
https://img1.dxycdn.com/2020/0904/611/5661277548016624343-126.png,北京善方医院,https://y.dxy.cn/hospital/12446,北京·朝阳区,民营医院,综合医院,一级医院,100-499 人,2015 年
https://img1.dxycdn.com/2019/1203/304/3383062500492130704-7.png,北京市垂杨柳医院,https://y.dxy.cn/hospital/2749,北京·北京,公立医院,综合医院,三级医院,1000 人以上,1973 年
https://img1.dxycdn.com/2021/0308/945/9082075904594558643-126.png,北京市第一中西医结合医院,https://y.dxy.cn/hospital/1168,北京·北京,公立医院,综合医院,三级甲等,1000 人以上,1936 年
https://img1.dxycdn.com/2021/0304/952/5545606838332087643-126.png,北京市鼓楼中医医院,https://y.dxy.cn/hospital/7022,北京·北京,公立医院,综合医院,三级医院,100-499 人,1951 年
https://img1.dxycdn.com/2020/0430/209/3410668845168871319-2.png,北京市海淀区妇幼保健院,https://y.dxy.cn/hospital/3863,北京·海淀区,公立医院,专科医院,二级甲等,500-999 人,-
https://img1.dxycdn.com/2021/0304/362/4049454251349087643-126.png,北京市门头沟区中医院,https://y.dxy.cn/hospital/4982,北京·北京,公立医院,综合医院,二级甲等,100-499 人,1956 年
https://img1.dxycdn.com/2020/0529/791/3416075030025817403-126.png,北京市平谷区中医医院,https://y.dxy.cn/hospital/374,北京·北京,公立医院,专科医院,三级甲等,500-999 人,1986 年
https://img1.dxycdn.com/2020/0721/016/3194184507392785243-126.png,北京市顺义区妇幼保健院,https://y.dxy.cn/hospital/12430,北京·顺义区,公立医院,专科医院,二级甲等,1000 人以上,1995 年
https://img1.dxycdn.com/2020/1210/756/0305106978933722543-126.png,北京市延庆区医院,https://y.dxy.cn/hospital/5698,北京·北京,公立医院,综合医院,二级甲等,1000 人以上,1956 年
https://img1.dxycdn.com/2020/0430/209/3410668845168871319-2.png,北京市中关村医院,https://y.dxy.cn/hospital/3663,北京·海淀区,公立医院,综合医院,二级甲等,500-999 人,-
https://img1.dxycdn.com/2020/0818/726/1581749748824701343-7.png,北京首大眼耳鼻喉医院,https://y.dxy.cn/hospital/338,北京·北京,民营医院,专科医院,三级医院,100-499 人,2012 年
https://img1.dxycdn.com/2020/0804/419/6629318440609948243-126.png,北京泰康拜博口腔医院,https://y.dxy.cn/hospital/12432,北京·东城区,民营医院,专科医院,二级医院,100-499 人,1993 年
https://img1.dxycdn.com/2021/0329/947/8692544148918742743-126.png,北京天坛普华医院,https://y.dxy.cn/hospital/12633,北京·东城区,民营医院,综合医院,未定级,100-499 人,1995 年
https://img1.dxycdn.com/2021/0305/247/7188564419760997643-126.png,北京王府中西医结合医院,https://y.dxy.cn/hospital/1855,北京·昌平区,民营医院,专科医院,三级甲等,500-999 人,2008 年
https://img1.dxycdn.com/2020/0422/999/3409213774673536312-126.png,北京协和医院,https://y.dxy.cn/hospital/1,北京·北京,公立医院,综合医院,三级甲等,1000 人以上,1921 年
https://img1.dxycdn.com/2020/0215/016/3396848067759756412-126.jpeg,北京希玛林顺潮眼科医院,https://y.dxy.cn/hospital/3241,北京·朝阳区,民营医院,专科医院,二级医院,100-499 人,2017 年
https://img1.dxycdn.com/2021/0204/117/6261760806422662643-126.png,北京幸福颐养护理院,https://y.dxy.cn/hospital/12564,北京·石景山区,民营医院,综合医院,二级医院,100-499 人,2020 年
https://img1.dxycdn.com/2020/0513/939/3413124743976054147-126.png,北京新世纪儿童医院,https://y.dxy.cn/hospital/12327,北京·西城区,民营医院,专科医院,二级医院,100-499 人,2006 年
https://img1.dxycdn.com/2020/0519/150/3414240286569187551-126.png,北京新世纪妇儿医院,https://y.dxy.cn/hospital/12344,北京·朝阳区,民营医院,专科医院,二级医院,100-499 人,2012 年
https://img1.dxycdn.com/2020/1127/547/6472415479373189443-126.png,北京熙仁医院,https://y.dxy.cn/hospital/12479,北京·海淀区,民营医院,综合医院,一级医院,100-499 人,2014 年
https://img1.dxycdn.com/2019/1008/079/3372657967987171336-7.png,北京燕化医院,https://y.dxy.cn/hospital/2176,北京·房山区,民营医院,综合医院,三级乙等,1000 人以上,1973 年
https://img1.dxycdn.com/2020/0513/167/3413128079018262013-126.png,北京怡德医院,https://y.dxy.cn/hospital/12329,北京·海淀区,民营医院,综合医院,二级甲等,100-499 人,2015 年
https://img1.dxycdn.com/2021/0628/496/5616751111885139843-126.png,北京优联医院,https://y.dxy.cn/hospital/12647,北京·朝阳区,民营医院,综合医院,一级医院,100-499 人,2017 年
https://img1.dxycdn.com/2021/1222/251/1755923509456222253-126.png,北京昭德医院,https://y.dxy.cn/hospital/12682,北京·顺义区,民营医院,综合医院,一级医院,20-99 人,2021 年
https://img1.dxycdn.com/2020/0220/526/3397673302775988474-126.jpg,北京中医药大学东直门医院,https://y.dxy.cn/hospital/884,北京·北京,公立医院,综合医院,三级甲等,1000 人以上,1958 年
https://img1.dxycdn.com/2020/0529/672/3416042474174141632-126.png,北京中医医院顺义医院,https://y.dxy.cn/hospital/1029,北京·北京,公立医院,其他,三级甲等,1000 人以上,1985 年
https://img1.dxycdn.com/2020/0519/449/3414182420474683420-7.jpg,蚌埠市第三人民医院,https://y.dxy.cn/hospital/1251,安徽·,公立医院,综合医院,三级甲等,1000 人以上,1954 年
https://img1.dxycdn.com/2020/0515/975/3413492414651415363-126.png,蚌埠医学院第二附属医院,https://y.dxy.cn/hospital/117,安徽·蚌埠市,公立医院,综合医院,三级甲等,1000 人以上,1915 年
